Date,Latitude,Longitude,WS2M,WD2M,T2M,T2M_MAX,T2M_MIN,T2MDEW,RH2M,PS,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,FIRE
19840613,-105.41918,40.21034,0.85,141.2,11.85,20.72,2.49,5.29,70.47,73.79,29.8,19.49,17.7,1
19840609,-105.42179,40.20844,1.73,279.1,3.01,8.76,-2.46,-5.74,57.27,73.17,25.79,28,12.24,1
19840624,-106.03237,40.92783,0.43,289.9,15.37,24.67,3.43,-0.35,44.79,74.89,22.79,27.99,14.15,1
19840626,-105.3339,40.20198,1.06,330,15.05,23.06,7.11,2.86,49.62,73.95,28.59,23.42,13.72,1
19840626,-105.84989,40.61007,1.02,321.5,15.1,23.99,6.09,1.99,46.92,74.33,28.59,23.42,13.72,1
19840628,-105.82665,40.594,0.95,58,17.15,26.88,6.51,0.95,38.98,74.53,27.68,27.83,14.33,1
19840702,-105.68422,40.79558,2.16,287,18.06,27.82,8.7,-1.02,31.84,76.4,24.44,29.64,9.64,1
19840708,-105.28895,40.43302,2.07,202.2,25.88,34.2,16.8,7.08,33.61,82.05,30.39,22.03,14.08,1
20000701,-106.88944,37.2,1.97,281,19.6,27.76,10.06,5.65,44.84,75.73,27.48,23.7,15.75,1
20010713,-107.88333,37.36333,1.29,210.9,17.97,24.73,12.42,7.79,54.57,74.49,28.96,20.69,13.23,1
20150707,-107.8225,37.66722,1.7,226.6,12.87,17.18,8.84,8.89,78.66,74.02,28.68,13.92,9.27,1
20200711,-107.90651,37.80853,1,263.1,22.58,31.43,14.37,-6.94,14.62,74.59,25.03,30.74,7.3,1
20000624,-108.52361,37.82222,1.63,330.2,19.7,25.23,14.14,8.04,49.21,79.12,27,25.95,14.95,1
20040626,-107.42389,37.07028,1.28,295.1,19.06,27.68,10.07,4.43,42.71,78.93,26.12,18.64,8.61,1
20060430,-107.32028,37.14917,1.66,286.7,10.99,21.06,0.56,-3.78,39.63,78.43,21.91,24.92,10.27,1
20060605,-108.54917,37.52,1.16,288.2,24.24,32.85,16.29,-1.52,20.45,79.58,25.95,32.19,5.94,1
19940713,-107.76694,37.66667,0.38,21,16.3,24.41,9.46,-2.62,30.58,71.57,26.14,16.98,9.79,1
20171025,-106.88889,37.21722,1.53,248.7,8.73,16.49,3.51,-4.38,40.59,75.98,19.87,17.24,1.5,1
20130521,-107.5325,37.23778,1.48,274.9,12.98,21.98,1.81,-2.74,39.29,78.45,21.93,28.99,7.8,1
20050718,-107.4525,37.45028,0.52,324.7,18.14,28.08,9.62,-3.48,27.4,71.57,22.53,32.64,3.01,1
19910716,-107.31056,37.31972,0.18,19.2,13.73,22.54,6.53,6.83,69.29,71.83,28.45,13.25,10.15,1
19950729,-107.96944,37.14694,1.73,199.9,26.72,35.58,16.61,2.31,22.94,80.63,28.1,27.27,9.01,1
20070605,-107.10444,37.15306,2.4,227.5,15.9,24.35,7.47,0.95,41.59,75.44,25.1,25.24,16.21,1
19880801,-107.55861,37.46556,0.25,321.8,12.59,20.89,5.1,6.61,71.04,71.42,28.31,20.35,14.5,1
20070801,-107.7725,37.42333,0.24,50.7,16.36,25.79,8.71,7.11,61.42,71.64,28.92,21.86,10.82,1
20060604,-108.56917,37.51639,1.28,283.5,23.78,31.81,15.57,-2.47,19.35,79.65,24.96,32.23,5.33,1
20030727,-107.35139,37.32361,0.14,38.3,15.82,22.51,9.33,8.36,67.22,71.97,28.29,16.13,7.2,1
19890808,-107.07833,37.14556,2.08,265.4,16.46,25.11,9.2,8.62,64.7,76.01,27.2,25.25,12.63,1
20050930,-107.17167,37.33167,1.33,332.9,8.13,18.73,0.23,-2.44,55.77,71.35,22.1,20.52,4.07,1
20030901,-107.45389,37.30222,0.35,359.8,13.39,23.78,4.36,-1.37,41.77,71.77,24.19,25.61,4.64,1
20090729,-107.19667,37.42972,0.36,287.3,12.51,19.98,5.88,4.61,63,71.38,27.58,20.63,11.29,1
20020723,-107.02083,37.15389,1.34,217.7,18.75,27.01,11.25,9.89,62.54,76.34,28.36,23.49,10.17,1
20040726,-107.26806,37.47833,0.3,253.4,11.2,17.81,6.47,5.04,70.3,71.8,26.9,17.79,9.64,1
20160622,-106.77111,37.19972,2.57,243.6,22.66,30.97,13.46,6.72,40.29,75.9,28.65,19.94,8.71,1
20030808,-107.00611,37.35639,0.64,270.2,16.49,23.41,10.79,7.43,59.34,72.1,28.16,22.86,7.46,1
20010619,-107.84333,37.43,1.69,239.2,18.51,25.59,10.87,-7.26,17.64,74.14,23.39,32.01,9.41,1
20060607,-108.18833,37.37833,2.27,170.1,17.6,25.51,9.89,3.19,42.79,74.21,31.5,22.18,13.32,1
19850830,-108.67639,37.64139,0.95,183.8,24.21,32.51,14.53,6.08,34.9,80.03,27.62,23.96,10.84,1
19980902,-107.25167,37.205,0.99,202.9,19.05,26.2,12.1,8.31,53.96,78.95,27.16,21.07,11.19,1
20130429,-107.51861,37.2575,0.71,298.2,7.2,16.79,-1.77,-5.64,44.08,70.8,22.06,27.22,5.99,1
19970530,-107.21389,37.34444,0.3,325.6,10.36,18.21,0.85,3.46,67.67,71.47,23.57,28.27,4.67,1
20120423,-107.81,37.46083,0.61,333.9,11.02,19.51,1.69,-3.51,41.69,71.53,23.62,23.66,7.73,1
19840901,-108.39028,37.55222,1.87,287.1,13.51,20.23,6.52,5.51,63.09,73.98,32.7,15.33,10.48,1
19900702,-108.1725,37.39639,1.9,178,19.12,27.74,10.59,4.68,44.57,74.01,28.65,28.75,11.56,1
20130806,-108.18944,37.34361,1.04,189.6,14.48,19.89,11.15,9.32,73.46,74.11,30.33,18.49,10.04,1
19960807,-107.90889,37.5825,1.51,175,16.87,25.88,7.52,-1.59,31.95,74.36,24.52,26.88,12.93,1
20120627,-107.5,37.155,1.26,255.6,23.72,32.67,15.94,7.93,41.01,78.97,29.41,23.56,10.25,1
20060725,-108.32583,37.68167,1.24,297.2,20.11,26.13,13.81,9.14,52.24,74.02,30.49,25.75,10.55,1
20000729,-107.8525,37.44639,1.35,130.4,18.65,26.12,11.84,7.28,51.27,74.29,27.9,24.02,16.74,1
20100708,-108.405,37.57,1.69,153.2,16.36,23.35,10.2,5.48,52.81,74.3,28.44,26.18,8.26,1
20130630,-107.78139,37.35056,0.36,37.7,17.2,25.08,9.82,4.17,47.39,71.71,28.3,21.42,9.2,1
20030723,-107.07139,37.37944,1.33,280.8,16.27,22.8,11.06,6.46,55.75,72.17,29.09,16.03,10.64,1
20030817,-107.25611,37.16778,0.96,260,18.58,25.11,11.45,8.05,52.86,79.02,26.59,19.95,10.1,1
20110829,-107.87778,37.71889,1.29,298.6,17.16,21.75,12.54,8.59,58.25,74.1,27.62,18.71,7.13,1
20070901,-108.47833,37.59556,0.83,65.9,21.57,29.83,13.78,9.21,50.37,80.06,29.58,23.56,4.69,1
20000812,-107.07361,37.16417,1.3,261.8,18.85,22.98,13.82,9.61,56.87,76.15,29.01,19.28,17.77,1
20200614,-108.30111,37.43453,2.6,212.9,14.76,22.34,7.83,-2.26,39.32,73.91,23.57,33.72,3.68,1
20050705,-106.90139,37.27694,2.31,216.8,15.97,24.49,6.88,-1.48,33.81,71.85,24.92,28.17,8.2,1
20180603,-106.89611,37.11389,2.75,129.7,13.17,21.98,6.62,5.01,61,76.11,26.79,6.93,4.87,1
19870722,-107.03306,37.37722,2.36,228.3,16.27,24.47,9.24,6.8,60.18,71.84,26.85,26.83,14.71,1
20020725,-107.14167,37.51333,1.6,252,17.57,24.91,11.79,7.3,55.09,72.03,27.71,22.53,8.43,1
20200524,-108.55581,37.61272,1.51,325.7,12.3,19.86,4.88,-6.69,27.69,79.26,21.02,32.64,4,1
19900811,-107.10861,37.34194,1.02,350.1,14.2,20.72,9.18,4.74,56.57,71.97,25.77,17.66,10.2,1
20160618,-108.585,37.52333,0.83,172.3,24.84,33.41,11.89,-5.13,14.83,80.19,24.31,34.09,2.73,1
20060703,-107.25722,37.22111,1.11,254.4,22.16,29.93,15.45,9.26,48.82,79.16,28.48,19.89,9.41,1
19960730,-107.42361,37.29583,0.31,343.6,14.93,25.48,5.05,1.33,48.88,71.78,25.42,27.16,17.78,1
20120629,-107.065,37.36361,1.36,275.2,18.71,27.79,10.65,2.46,37.74,71.91,26.83,25.81,8.12,1
20180724,-106.78083,37.19139,1.38,252,21.63,28.57,13.67,10.42,54.77,76.39,28.66,18.75,5.9,1
20060820,-108.63222,37.72278,0.61,135.4,21.72,28.09,14.56,8.96,47.87,80.06,28.78,22.32,7.99,1
19990817,-107.84194,37.64194,1.29,201.3,14.43,20.06,8.82,8.3,69.19,74.7,26.05,21.54,15.87,1
20000512,-108.45806,37.50667,1.61,351.3,4.99,13.28,-2.55,-11.74,32.15,79.78,25,31.63,1.95,1
20080724,-108.67056,37.63306,0.72,180.8,23.94,31.39,15.85,11.42,49.45,79.89,30.62,23.62,6.58,1
20070719,-108.75722,37.85917,1.56,229.9,25.84,33.23,18.76,7.58,34.05,78.96,31.36,24.69,7.13,1
19940804,-108.44472,37.66389,1.57,130.3,25.58,34.37,18.36,7.09,33.82,80.1,28.95,23.19,12.74,1
20110807,-106.83444,37.48444,2.28,256.2,16.54,25.64,8.84,-3.52,28.02,71.79,23.25,29.98,3.62,1
19960702,-108.6025,37.60389,1.1,118.4,23.9,32.24,15.14,6.35,35.68,79.96,27.53,26.94,12.35,1
19930616,-108.2575,37.56972,1.94,221,14.5,22.3,6.87,4.15,56.48,73.58,29.49,27.06,15.71,1
20120713,-106.90306,37.28111,0.75,139.1,14.94,18.33,11.02,7.39,62.3,72.04,27.94,20.56,10.13,1
19960610,-107.32194,37.33889,0.56,298.6,15.6,24.26,6.98,-3.41,30.9,71.53,25.88,26.71,15.53,1
20030811,-107.24389,37.4025,0.27,74.8,15.04,22.03,8.77,7.47,64.89,72.09,28.14,21.26,8.94,1
20121027,-108.43972,37.54694,0.94,4.8,4.9,12.92,-0.42,-11.66,28.46,79.82,19.77,16.83,1.83,1
19840709,-106.84361,37.15944,1.04,238,17.64,22.78,12.68,8.58,57.16,75.79,29.54,23.82,19.13,1
19890908,-108.31278,37.50556,2.24,246.3,11.45,18.97,4.71,-2.44,43.61,73.61,29.02,22.7,8.45,1
19890722,-107.71389,37.37861,0.2,349.9,14.44,20.52,9.34,7.77,68.2,71.66,23.68,18.98,12.97,1
19940703,-108.54306,37.53889,1.37,226.3,23.46,31.75,13.93,0.61,25.13,79.49,26.75,27.99,15.89,1
20190506,-106.97333,37.13333,2.04,206.3,11.32,18.55,4.26,0.16,49.65,75.25,24,23.94,13.25,1
20090815,-107.77889,37.44833,0.38,253.8,11.16,19.08,2.76,-0.49,51.86,71.38,24.65,23.93,8.42,1
19900630,-108.38444,37.66639,1.45,96.4,21.49,30.02,12.68,2.73,32.12,74.37,31.07,24.34,14.08,1
20040814,-108.58222,37.50917,1.17,193.6,22.48,31.25,13.5,4.89,34.92,79.86,28.05,21.85,10.14,1
20191009,-108.42111,37.63778,2.2,228.2,8.39,15.72,0.9,-6.6,37.44,73.2,22.67,19.71,2.52,1
20100616,-108.52694,37.60778,2.13,210.6,19.74,28.99,9.53,-2.81,24.96,79.39,24.79,30.17,4.36,1
20160720,-107.26167,37.37833,0.37,289.4,15.54,22.58,9.4,7.76,63.81,72.03,28.01,25.31,8.4,1
20160630,-108.22889,37.73139,1.21,310.4,16.32,22.52,10.94,8.01,61.36,74.22,31.29,22.35,11.4,1
19890722,-107.71028,37.50139,0.2,349.9,14.44,20.52,9.34,7.77,68.2,71.66,23.68,18.98,12.97,1
20200515,-106.93873,37.31746,2.3,247.1,8.8,16.41,2.13,-3.49,44.22,71.11,22.67,25.93,11.51,1
20030808,-106.99833,37.3575,0.64,270.2,16.49,23.41,10.79,7.43,59.34,72.1,29.22,19.36,7.87,1
19940820,-108.73556,37.83194,0.93,134.7,18.94,24.18,14.35,10.88,62.34,79.11,32.02,17.69,13.59,1
20080706,-107.09639,37.19722,1.8,241.9,20.42,27.69,13.08,5.51,40.68,75.63,27.27,26.69,8.88,1
20020625,-107.85861,37.37528,1.79,289.8,20.7,29.57,12.2,-11.08,11.83,74.25,24.33,29.58,12.49,1
19940703,-108.4525,37.52417,1.37,226.3,23.46,31.75,13.93,0.61,25.13,79.49,26.75,27.99,15.89,1
20160705,-107.14472,37.30444,2.37,252.8,16.1,23.86,8,1.12,39.89,71.77,24.02,32.38,4.59,1
19890721,-107.08278,37.15556,1.26,176.9,19.39,29.6,11.34,8.56,55.9,75.91,26.18,22.94,16.64,1
19860529,-106.90694,37.36611,1.93,155.6,5.59,12.25,-1.14,0.74,74.75,71.29,26.01,6.04,5.13,1
19950908,-108.1625,37.52417,1.03,207.3,11.58,15.91,8.17,7.83,79.21,74.01,30.05,11.17,11.61,1
19960725,-107.38667,37.25694,0.37,311.1,16.21,23.93,9.24,0.06,36.7,71.79,27.68,20.52,17.94,1
19850902,-107.19917,37.49083,0.31,245.6,11.07,16.25,6.44,6.13,73.87,71.43,29.19,14.67,12.52,1
19950804,-106.94778,37.31333,1.48,241.8,17.17,24.99,8.98,2.51,42.37,71.81,26.29,24.67,11.21,1
19890721,-107.325,37.21194,1.38,149.2,21.85,32.3,13.93,10.06,52.5,78.9,26.18,22.94,16.64,1
19850721,-107.525,37.43556,0.18,158,12.24,18.93,7.28,7.57,76.36,71.55,28.04,18.35,16.59,1
20040629,-106.79056,37.06028,1.53,242.9,13.26,17.33,9.92,7.61,70.26,75.98,27.94,20.07,14.31,1
20040627,-108.64222,37.68556,0.89,278.8,21.25,29.2,12.33,3.3,34.15,79.87,27.62,26.38,9.46,1
19920506,-107.86222,37.41722,1.96,150.6,7.8,12.7,3.46,2.15,69.66,74.22,26.64,20.11,18.67,1
20120709,-106.87833,37.29167,1.17,65,14.97,23.35,7.83,7.39,66.24,72.06,29.05,16.97,8.83,1
20000707,-106.82917,37.39722,1.41,278.9,15.4,24.21,8.51,3.81,50.52,71.73,28.19,18.96,14.58,1
19850722,-107.31028,37.26389,0.32,278.5,12.45,18.18,7.04,6.97,72.06,71.47,28.51,17.92,17.48,1
19960605,-107.91056,37.33528,2.37,294.9,17.69,25.45,11.08,-2.69,26.9,73.98,24.18,27.91,17.75,1
20130727,-107.55556,37.35611,0.15,210.5,13.53,20.49,9.61,9.14,78.38,71.73,27.5,22.93,8.95,1
20110822,-107.24444,37.21028,0.69,243.5,22.29,28.82,16.19,10.88,51.99,79.16,27.36,21.18,6.1,1
19890831,-106.88639,37.25083,2.13,253.8,12.94,21.8,6,-2.06,40.61,71.51,25.2,25.19,7.29,1
20100716,-107.14222,37.29333,0.94,149.6,20.85,30.19,11.76,1.94,34.02,72.1,26,31.09,4.05,1
19980930,-108.45056,37.53194,1.24,158.1,16.43,22.65,11.42,8.13,62.89,79.5,26.38,15.46,13.87,1
20100720,-106.86278,37.39972,1.37,234.8,19.52,28.07,11.6,6.43,48.06,71.81,29.43,23.12,8,1
20120713,-108.34667,37.58306,1.06,122.8,16.37,20.45,11.98,9,63.08,74.33,30.48,22.82,10.35,1
20130513,-107.52889,37.23833,0.98,189.4,17.43,27.57,6.26,-0.48,35.28,79.09,25.11,23.68,14.47,1
19960506,-107.72833,37.615,0.68,292.1,9.23,17.7,1.13,-10.26,24.81,71.19,21.36,30.3,5.7,1
20140621,-107.8625,37.35528,1.78,243.5,16.76,23.8,10.21,-3.24,26.41,73.9,25.85,24.15,16.99,1
20170623,-108.02639,37.59833,2.16,325.7,17.69,25.84,9.45,-2.39,28.9,74.04,24.03,33.82,2.66,1
19920625,-107.55667,37.31861,0.37,312.1,11.1,18.17,5.85,2.52,59.22,71.34,25.67,24,13.35,1
20100628,-108.54694,37.83278,2.36,175.3,21.77,30.9,11.86,5.12,39.57,79.03,28.51,23.21,9.04,1
20180704,-106.82694,37.26722,1.45,231.5,18.35,25.67,10.78,-3.83,25,72.09,27.25,27.05,8.99,1
20000609,-108.2,37.525,2.77,230,12.8,19.43,7.53,-1.31,41.51,73.46,28.75,28.43,18.8,1
20160803,-107.77972,37.37306,0.21,13.4,14.67,21.79,9.47,9.37,75.26,71.74,29.48,19.04,10.27,1
19890831,-106.92361,37.17917,2.31,262.3,16.66,24.41,10.72,0.79,38.55,75.69,25.2,25.19,7.29,1
20020703,-107.14222,37.39361,1.05,41.2,13.85,23.91,6.57,4.1,57.74,71.85,30.22,15.94,10.7,1
19920601,-107.81,37.44,0.31,1.9,4.6,12.72,-2.59,-3.36,63.48,71.07,25.6,27.99,24.02,1
20170601,-107.73694,37.37611,0.36,102.3,8.68,15.03,3.19,3.24,72,71.22,26.24,19.2,9.3,1
20200702,-108.03201,37.39361,1.65,274.6,17.23,25.08,9.05,-2.1,27.93,74.13,25.15,32.54,4.24,1
20201023,-108.17691,37.43025,1.69,271.3,6.16,13.79,1.42,-7.55,37.6,73.75,20.27,16.86,2.82,1
20141101,-107.52972,37.15944,2.3,183.1,11.21,18.47,6.04,3.29,61.1,78.52,24.79,11.39,5.62,1
19970626,-107.88472,37.36472,1.75,176.9,15.62,23.46,7.09,1.14,40.98,74.15,24.14,28.22,10.44,1
20121012,-107.16,37.4275,2.67,223.3,3.89,9.95,-3.82,0.65,81.09,71.3,25.14,5.83,3.98,1
20090721,-107.14222,37.29333,1.26,221.1,13.72,19.64,8.29,6.6,64.67,71.81,27.68,15.76,7.08,1
19980814,-108.405,37.655,1.15,358.9,16.57,23.59,8.4,4.95,49.58,74.42,28.73,26.24,9.37,1
19990415,-107.29694,37.21222,1.94,312.6,2.68,11.98,-6.65,-13.31,36.24,78.71,17.05,28.16,7.52,1
20201031,-107.80381,37.68334,0.54,355,2.07,12.4,-4.82,-11.46,39.76,71.61,18.5,15.94,2.6,1
19890611,-106.96083,37.15056,2.06,276.4,16.78,24.53,10.07,-0.57,34.09,75.56,25.94,26.24,13.61,1
20180730,-107.81278,37.38,2.15,351.7,19.29,27.76,11.2,-1.88,27.64,74.29,23.92,29.86,6.45,1
19940728,-107.74972,37.38528,0.32,50.8,16.58,24.05,9.19,4.13,48.03,71.68,27.39,22.97,16.31,1
20180630,-106.82222,37.40694,2.42,256.3,15.99,24.22,8.13,-4.5,26.78,71.51,24.7,31.23,6.69,1
19890918,-107.5825,37.4025,0.35,217.1,10.09,17.34,4.82,2.07,63.45,71.16,24.33,20.24,15.07,1
20200818,-107.63321,37.37578,0.41,76.2,18.31,27.76,9.5,2.38,40.37,72.07,27.29,23.01,7.14,1
20100627,-107.87833,37.38833,1.53,299.7,17.6,25.05,11.52,-0.52,32.47,73.9,25.4,22.29,8.87,1
20040520,-106.845,37.38667,2.95,223.7,10.53,17.66,3.39,-5.07,34.74,71.5,23.02,30.02,10.65,1
19960615,-106.87139,37.22056,2.17,266.6,14.51,21.95,6.74,4.97,57.72,75.66,29.78,16.44,16,1
20030818,-107.04139,37.42722,1.85,243.7,14.45,21.45,7.11,4.32,54.12,71.85,27.18,20.89,9.44,1
20151020,-107.79,37.50278,0.32,148,3.99,8.32,0.13,0.87,82.13,71.13,24.15,10.78,7.22,1
20060722,-107.38056,37.31972,0.28,176.4,16.64,23.74,11.18,8.94,64.32,72.07,27.89,23.51,9.78,1
20011027,-107.1075,37.25306,1.62,243.4,5.95,14.68,-0.16,-7.48,38.34,71.98,22.08,14.54,5.32,1
20060527,-108.57444,37.53833,2.47,209.7,17.2,25.61,6.71,-7.1,21.46,78.75,22.83,30.82,8.45,1
20200710,-108.17551,37.66473,1.84,289.8,20.31,27.95,13.88,-7,15.92,74.48,26.7,31.8,7.03,1
20040811,-107.22139,37.425,0.49,8.6,14.92,24.15,7.39,-2.5,35.05,71.74,23.84,26.81,6.97,1
20010714,-107.79667,37.57,0.3,254.1,14.3,20.15,7.59,5.41,59.73,71.75,27.58,20.8,10.75,1
19890720,-107.35111,37.30611,0.42,77,17.18,26.16,8.76,2.3,45.1,71.79,28.12,22.24,15.28,1
20000803,-107.12278,37.43389,1.11,17.8,17.7,26.1,11.46,5.32,49.41,72.01,29.61,17.8,16.15,1
19960712,-107.34056,37.45806,0.28,140,15.84,22.55,9.89,5.26,52.83,71.7,26.43,20.82,14.69,1
20110626,-107.14222,37.29306,3.2,249.9,14.83,23.68,4.57,-8.64,21.46,71.47,21.22,34.05,3.76,1
20140805,-108.39139,37.5825,1.49,243.6,15.83,22.15,10.22,6.87,60.72,74.29,28.37,27.47,6.81,1
19950701,-107.5075,37.14778,1.56,254.1,16.9,25.18,7.15,2.99,46.88,78.84,27.43,24.79,15.77,1
19930629,-107.19389,37.26,0.3,258.6,14.08,22.05,6.04,0.02,42.67,71.24,23.77,32.17,6.7,1
20020704,-106.905,37.09028,1.2,255.1,17.34,21.95,11.9,5.15,46.75,75.79,29.32,17.16,12.51,1
20020812,-108.09722,37.47,2.33,313.6,18.7,28.04,9.46,-6.53,19.93,73.97,24.16,30.08,2.95,1
20200522,-107.79141,37.627,0.52,239.4,7.48,15.4,0.37,-11.36,27.36,70.94,19.82,32.39,5.66,1
20010807,-107.16806,37.29306,1.36,162.1,14.7,20.56,9.21,8.8,71.83,72.25,28.55,16.06,8.82,1
20160617,-107.80333,37.51861,0.63,325.4,14.55,23.12,6.45,-5.37,26.8,71.79,21.73,34.09,3.21,1
19880615,-107.76472,37.32639,0.4,150.5,12.37,18.98,3.45,2.03,54.44,71.94,26.6,15.4,12.94,1
19930825,-107.5125,37.17111,1.21,248.7,20.15,28.09,13.47,5.9,43.59,78.86,26.09,21.8,16.33,1
20030812,-107.88222,37.42222,1.31,39.7,17.59,23.93,12.1,9.43,60.73,74.41,28.12,20.68,7.26,1
20140805,-108.18667,37.34556,1.49,243.6,15.83,22.15,10.22,6.87,60.72,74.29,28.37,27.47,6.81,1
19841001,-107.17583,37.27917,2.7,212.7,5.33,10.1,1.32,2.26,82.13,71.31,26.68,6.68,7.25,1
19981002,-108.20167,37.69167,1.92,297.4,6.4,14.14,-1.18,-3.42,53.77,73.46,21.05,21.32,2.59,1
20040511,-106.95333,37.30583,4.66,232,6.56,14.38,-1.58,-4.54,49.11,70.59,21.99,29.28,7.54,1
20000504,-106.99333,37.14167,2.13,263.6,16.27,24.18,10.03,-5.74,22.93,75.54,21.75,30.84,6.48,1
19960725,-107.4025,37.20444,1.29,306.3,22.48,30.84,13.84,3.97,33.3,79.09,27.68,20.52,17.94,1
20200613,-108.28111,37.56238,2.86,177.2,15.03,22.41,8.51,6.41,60.62,73.98,29.41,22.74,9.27,1
19930615,-107.79083,37.47306,0.46,230.5,13.35,20.89,7.16,0.49,45.82,71.53,24.06,28.98,9.9,1
19980713,-107.17611,37.34472,1.41,260.1,18,26.8,10.46,0.73,35.11,71.95,27.15,27.17,14.12,1
19940721,-108.14444,37.56806,1.29,278.1,19.01,25.6,13.74,6.56,47.48,74.36,29.38,24.31,13.94,1
20030724,-108.33167,37.68639,1.33,348.6,20.71,28.56,14.53,6.56,43.04,74.3,29.64,24.94,6.58,1
20110711,-106.88861,37.45667,1.79,228.5,15.81,23.67,9.78,7.33,61.98,71.73,28.78,21.87,8.71,1
20200825,-107.15951,37.57718,1.14,311.2,17.43,24.82,10.51,5.86,50.9,71.88,28.15,15.05,6.85,1
20080826,-108.53917,37.50111,0.71,238.4,22.26,28.69,15.75,7.72,41.87,79.55,29.78,20.87,10.17,1
20171022,-107.80889,37.67528,0.43,332,3.03,13.65,-3.86,-8.02,46.15,71.6,19.45,17.5,1.99,1
19920801,-107.8225,37.61417,1.55,331.3,17.39,25.77,8.95,-0.54,31.84,74.45,26.17,26.12,9.48,1
20180910,-108.64722,37.85056,2.36,209.7,20.52,29.66,12.63,2.73,34.4,78.95,27.18,21.72,4.6,1
19960826,-108.30417,37.68833,1.16,125.2,14.22,19.8,8.18,7.01,65.17,74,31.72,17.04,16.51,1
19880413,-108.05833,37.325,1.36,205.5,9.34,16.72,1.86,-5.56,36.4,73.55,26.15,21.99,11.22,1
19961017,-106.86778,37.15056,2.21,264.3,2.26,11.19,-4.7,-13.31,35.8,75.47,21.1,17.78,3.6,1
20090822,-107.5675,37.42278,0.44,145.7,16.44,25.21,8.17,2.82,43.45,71.87,26.93,22.98,7.34,1
20150930,-108.00972,37.60556,1.19,283.6,14.8,20.81,10.3,4.16,49.91,74.18,27.41,15.81,11.43,1
19960815,-107.96806,37.40417,1.61,20.1,17.12,25.68,10.64,4.38,46.22,74.41,26.98,22.43,13.1,1
20170929,-107.74167,37.34361,0.23,197.2,5.7,11.58,1.75,2.92,85.32,71.53,26.52,11.79,6.84,1
20000514,-106.98,37.14889,2.42,224.2,9.62,18.71,-0.05,-6.54,36.95,75.76,21.93,26.22,12.63,1
20020709,-108.50833,37.77806,2.01,60.5,26.08,35.46,18.38,8.28,36.86,79.53,30.72,24.16,8.56,1
20150702,-106.85833,37.10917,1.39,68.2,17.55,25.46,12.21,11.27,70.02,75.97,28.69,17.18,11.51,1
19940616,-107.81056,37.43806,0.58,249.2,12.49,21.31,2.97,-5.74,29.96,71.51,22.37,32.37,6.15,1
20180513,-107.92,37.34,2.22,207.1,9.2,15.76,2.46,-4.62,40.92,73.57,21.87,29.48,7.64,1
20140712,-108.34194,37.44556,1.17,82.9,17.29,23.78,11.77,9.54,63.92,74.39,31.14,24.07,7.79,1
19970716,-108.54,37.56278,0.9,176.8,24.63,34.66,13.41,2.88,28.34,79.98,28.17,26.32,9.43,1
19940704,-107.81861,37.64389,1.87,224.6,16.91,25.07,10.05,-6.54,21.52,73.82,21.01,32.79,5.22,1
20090801,-108.64222,37.71917,1.29,5.7,21.44,30.92,12.73,0.75,29.31,80.07,25.34,30.56,3.22,1
20200719,-106.83111,37.39783,1.47,37.1,15.92,22.41,10.42,5.17,51.03,71.88,27.85,22.65,9.4,1
20200624,-107.71491,37.67497,0.39,3.9,16.95,26.36,9.35,-4.12,28.72,71.44,24.04,31.76,6.29,1
20191020,-108.23583,37.52722,3.38,321.3,-2.22,2.13,-6.2,-12.03,49.34,73.19,19.27,18.3,2.14,1
20100806,-107.22167,37.35111,0.49,299.9,14.75,22.55,6.33,5.11,57.26,71.69,26.2,25.53,6.55,1
20000614,-108.45583,37.5325,1.66,0.8,19.08,28.31,9.82,-1.57,27.64,79.81,23.05,32.61,4.57,1
19960622,-108.06806,37.40472,2.6,211.5,14.86,22.62,8.28,0.05,45.13,73.65,25.52,30.78,8.55,1
20120426,-106.95556,37.17972,3.53,213.3,11.48,21.36,1.87,0.48,52.09,75.25,26.32,17.38,9.23,1
19960512,-107.19556,37.20833,1.37,290,19.58,29.93,8.74,-4.49,23.69,78.91,22.86,31.75,4.69,1
20170720,-107.27389,37.17556,1.33,189.1,22.55,29.47,15.74,11.17,51.4,79.18,28.06,24.1,7.24,1
19930909,-107.955,37.73528,1.48,147.4,14.41,22.84,5.81,-0.53,38.73,74.16,23.18,24.07,5.17,1
20020711,-106.82333,37.43833,1.11,26.6,18.82,27.78,11.77,4.71,46.48,72.14,27.91,25.82,8.7,1
20060629,-107.12583,37.37917,1.39,10.1,15.99,24.42,6.54,0.05,38.44,72,26.8,25.69,9.39,1
20100525,-107.91972,37.34,1.6,170.3,7.8,15.95,-0.21,-7.86,34.7,73.58,20.53,31.51,5.89,1
19980719,-107.13833,37.31667,1.57,43.5,19.73,29.14,9.57,1.97,38.01,71.92,28.92,22.91,12.64,1
20100701,-108.42694,37.50667,1.97,166.1,16.38,23.99,8.28,5.53,51.75,74.18,29.91,25.86,9.28,1
20201023,-108.12191,37.32898,1.69,271.3,6.16,13.79,1.42,-7.55,37.6,73.75,20.27,16.86,2.82,1
19850721,-107.51194,37.15389,0.65,94.3,18.96,23.1,15.2,11.03,61.74,78.91,28.04,18.35,16.59,1
20130807,-108.29556,37.46361,1.43,226.7,12.21,16.65,6.73,9.4,83.89,73.96,30.08,12.48,9.38,1
